,sector,symbol,name
419,Industrias-em-geral,TGMA3.SA,Tegma Gestao Logistica S.A.
420,Industrias-em-geral,IMBI4.SA,IMBI4.SA
421,Industrias-em-geral,LUXM4.SA,Trevisa Investimentos S.A.
422,Industrias-em-geral,JSLG3.SA,JSL S.A.
423,Industrias-em-geral,RLOG3.SA,Cosan Logistica S.A.
424,Industrias-em-geral,IMBI3.SA,IMBI3.SA
425,Industrias-em-geral,VSPT3.SA,VSPT3.SA
426,Industrias-em-geral,LUXM3.SA,LUXM3.SA
427,Industrias-em-geral,STBP11.SA,STBP11.SA
428,Industrias-em-geral,ARTR3.SA,ARTR3.SA
